"last_name, first_name","player_id","year","pa","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","xba","xslg","woba","xwoba","xobp","avg_swing_speed","fast_swing_rate","blasts_contact","blasts_swing","squared_up_contact","squared_up_swing","avg_swing_length","swords","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Witt Jr., Bobby","677951","2024","709",15,8,".332",".588",".389","0.977",".321",".594",".410",".413",".384",74.7,48.2,20.3,15.9,34.8,27.4,"7.1","16","92.7","15.1",35.7,14.3,48.3,"103.972880446","96.499868141",22.3,51.2
"Tovar, Ezequiel","678662","2024","695",28.8,3.3,".269",".469",".295","0.764",".235",".406",".324",".289",".265",71.3,18.9,11.8,8,30.6,20.9,"7.5","17","88.8","18.9",38.5,9,39.8,"99.306485852","93.964016332",33.5,62.3
"Rafaela, Ceddanne","678882","2024","571",26.4,2.6,".246",".390",".274","0.664",".235",".380",".286",".278",".264",70.1,6.8,11.5,7.9,30.5,20.9,"7.5","24","86.6","14.9",34.9,7.5,36.9,"98.205036294","93.166643181",32.9,61.9
"Kwan, Steven","680757","2024","540",9.4,9.8,".292",".425",".368","0.793",".286",".390",".349",".334",".363",64.4,0.4,6,5.6,42,38.9,"6.4","8","86.3","14.9",38.5,2.6,23.7,"95.04543782","91.531639359",8,39.1
"Duran, Jarren","680776","2024","735",21.8,7.3,".285",".492",".342","0.834",".280",".464",".357",".346",".338",73.6,36.4,17.9,13.8,30.2,23.3,"7.6","21","90.8","9.5",33.8,9.3,43.9,"101.928155512","95.341113209",24.8,48.3
"Gelof, Zack","680869","2024","547",34.4,6.9,".211",".362",".270","0.632",".202",".353",".276",".273",".265",71.6,11.7,12,7.8,30.4,19.8,"7.3","23","89.2","14.2",34.4,8.8,37.2,"98.970921935","93.611147032",36.4,51.5
"Donovan, Brendan","680977","2024","652",12.4,7.2,".278",".417",".342","0.759",".278",".427",".332",".337",".344",69.6,7.2,13.8,12,40.5,35.2,"6.9","14","88.7","13.2",36.6,5.5,37.6,"98.552237391","93.418618597",14.6,44.2
"Stott, Bryson","681082","2024","571",16.3,9.3,".245",".356",".315","0.671",".258",".370",".296",".309",".329",68.2,1.9,8.8,7.5,34.8,29.7,"7.1","22","87","14",35.3,3.6,30.8,"97.149266143","92.631038831",16.9,44.1
"Cowser, Colton","681297","2024","561",30.7,9.3,".242",".447",".321","0.768",".234",".449",".331",".331",".316",73.8,40.7,17,12.4,31,22.7,"6.9","23","90.5","13",32.1,13.6,46.1,"101.838992303","95.374243739",30.3,44.5
"O'Hoppe, Logan","681351","2024","522",29.7,6.3,".244",".409",".303","0.712",".256",".470",".311",".337",".314",70.7,17.4,14.6,10.1,32.9,22.7,"7.3","41","90.4","15.3",42.9,12,46.3,"101.233350982","95.0870388",33.6,52
"De La Cruz, Elly","682829","2024","696",31.3,9.9,".259",".471",".339","0.810",".244",".438",".349",".331",".325",75.2,54,19.1,13.4,31.8,22.2,"7.3","31","91.8","9.7",35.7,12.7,45.7,"102.95535404","95.90272362",33.3,43.4
"Abrams, CJ","682928","2024","602",21.3,6.6,".246",".433",".314","0.747",".252",".418",".322",".323",".321",72.3,23.9,13.5,10.4,31.9,24.7,"7.5","31","88.2","15.1",33,6.9,40.7,"99.496479615","93.910198048",24.7,53.3
"Greene, Riley","682985","2024","584",26.7,11,".262",".479",".348","0.827",".258",".490",".355",".357",".345",74.6,45.3,16.9,12.5,30.6,22.7,"7.2","7","91.3","12.2",39.1,13.4,47.1,"102.088081676","95.54007409",26.8,44.3
"Carroll, Corbin","682998","2024","684",19,10.7,".231",".428",".322","0.750",".247",".403",".325",".329",".339",73.7,36.9,18.4,14.6,34.9,27.7,"7","5","89.3","12",27.8,7.2,40.8,"101.055665665","94.755672366",20.3,41.4
"Henderson, Gunnar","683002","2024","719",22.1,10.8,".281",".529",".364","0.893",".289",".505",".381",".379",".373",76.3,64,22.6,17.6,32.1,25.1,"7.2","20","92.8","9.2",34.5,11.2,53.9,"104.002332911","96.835723291",24.4,44.2
"Volpe, Anthony","683011","2024","689",22.6,6.1,".243",".364",".293","0.657",".240",".340",".287",".280",".293",69.4,4.5,10.7,8.5,32.8,25.9,"7.1","28","87.7","8.4",33.3,3.9,35.4,"98.177841555","93.206482989",22.5,48.1
"Vaughn, Andrew","683734","2024","619",21.3,6.1,".246",".402",".297","0.699",".245",".449",".304",".321",".299",70.8,12,16.2,12.9,35.4,28.3,"7.6","12","90.3","16.6",33.6,9.3,43.3,"100.921632928","94.702971332",22,49.4
"Busch, Michael","683737","2024","567",28.6,11.1,".248",".440",".335","0.775",".221",".428",".336",".321",".313",70.3,11.3,13.3,9.6,35.1,25.2,"7.3","18","90","17.1",36.4,11.2,39.9,"99.992212321","94.370236478",28.4,45.2
"Frelick, Sal","686217","2024","524",14.9,7.4,".259",".335",".320","0.655",".248",".306",".292",".277",".310",66.3,2.6,6,5.3,36.1,31.7,"6.9","10","83.4","9.7",30,0.8,19.5,"94.439757846","91.272403907",12.8,41.5
"Pasquantino, Vinnie","686469","2024","554",12.8,7.2,".262",".446",".315","0.761",".266",".443",".325",".331",".323",71.8,20.7,16.1,13.9,36.8,31.7,"7.4","12","91","14.6",31.9,7.1,46.5,"100.997993151","94.970921142",14.5,47.8
"Doyle, Brenton","686668","2024","603",25.4,7.6,".260",".446",".317","0.763",".259",".448",".328",".333",".320",70.9,8.1,15.3,10.8,34.4,24.3,"7.4","19","89.2","13.2",37.4,10.5,41.4,"100.983223096","94.67619269",29.7,51.4
"Neto, Zach","687263","2024","602",23.3,6.5,".249",".443",".318","0.761",".237",".423",".330",".318",".308",71,14.7,13.9,10.4,33.8,25.4,"7.1","37","88.5","12.3",29,8.4,38.8,"100.130832864","94.28058907",27,48.9
"Ortiz, Joey","687401","2024","511",20.2,11,".239",".398",".329","0.727",".238",".349",".319",".307",".332",73.4,34.8,12.4,10.5,26.5,22.5,"7.5","8","87.8","9.9",26.6,4.6,38.4,"99.391509467","93.766433018",17,39.4
"Keith, Colt","690993","2024","556",19.8,6.5,".260",".380",".309","0.689",".269",".401",".301",".313",".319",71.3,14.8,12.5,9.7,35,27.2,"6.7","14","87.8","11.3",34.6,5.6,35.3,"98.472613627","93.330372181",23.2,48.6
"Winn, Masyn","691026","2024","637",17.1,6.4,".267",".416",".314","0.730",".259",".366",".315",".296",".308",70.2,11.5,12,9.9,32.2,26.5,"7.3","14","87","13.2",33.5,3.7,32.7,"98.144268452","93.085870398",18.8,47
"Chourio, Jackson","694192","2024","573",21.1,6.8,".275",".464",".327","0.791",".278",".438",".339",".330",".330",73.2,34,17.9,13.5,34.5,26,"7.4","22","89.7","7.6",33.2,7.8,44.9,"100.832969557","94.831073407",27.1,48.8
"Schanuel, Nolan","694384","2024","607",17,11.2,".250",".362",".343","0.705",".260",".364",".315",".322",".353",65.2,2.4,5.6,4.9,36.6,31.8,"6.6","13","86.1","10.3",36.4,3.5,25.4,"95.305191333","91.662606993",14.3,41.8
"Langford, Wyatt","694671","2024","557",20.6,9.2,".253",".415",".325","0.740",".260",".434",".321",".333",".333",74.5,48.2,18.4,14.2,31.7,24.4,"7","8","89.6","16.6",31.3,9.3,43.4,"101.211098854","94.807365599",22.9,42.8
"Young, Jacob","696285","2024","521",19.6,5.8,".256",".331",".316","0.647",".260",".326",".290",".290",".320",68.2,1.4,8.9,7.4,35.7,29.4,"6.9","20","85.8","4",28.1,1.6,28.9,"96.872142235","92.486924676",18.2,44.9
"Merrill, Jackson","701538","2024","593",17,4.9,".292",".500",".326","0.826",".308",".547",".352",".376",".341",72.2,21.3,15.2,12.3,30.4,24.6,"7.5","30","90.4","14.6",39.6,11.3,43.9,"100.811784978","94.735707484",20.5,56.9
